sentiment,prediction
-1,-0.05015625
1,-0.006280962491153574
-1,-0.03789279112754159
0,-0.005826271186440678
-1,-0.0027472527472527475
1,0.0046097770154373925
-1,-0.0030585962652929814
0,-0.00747518479408659
1,-0.010692068429237946
1,0.017950913242009134
0,-0.004063719115734721
1,0.0
-1,-0.006395995550611791
0,-0.02090950639853748
0,0.00691031941031941
-1,0.002378892733564014
-1,-0.011866155660377358
-1,0.006662804171494786
1,-0.00939581351094196
-1,-0.044939577039274925
-1,-0.008707607699358386
0,-0.01355421686746988
0,0.01442964480874317
-1,-0.0517578125
-1,-0.015281442392260335
0,0.006337412587412587
-1,-0.0027602523659305996
0,-0.012463343108504398
0,0.007902735562310031
1,0.014570552147239263
1,-0.003672869735553379
1,-0.007451338199513382
-1,-0.011174512601046125
1,-0.005733944954128441
1,-0.004372570794003331
